Churn,Tenure,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Population,Age,Income,Children,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Phone,Multiple,InternetService_Fiber_Optic,InternetService_DSL,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Monthly,Contract_One_Year,PaperlessBilling
1,15.72071086,10.22013704,15,2,0,26182,58,14568.7,1,3,5,3,2,4,5,5,4,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1
0,7.233605493,8.425458142,9,1,0,694,49,29207.46,0,5,5,3,4,4,5,5,4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,2.871017037,8.386280619,12,1,0,3093,26,55319.23,1,5,5,4,4,3,4,4,4,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1
0,2.344875382,9.565924291,10,3,0,2765,25,81831.49,1,3,4,3,2,3,4,2,4,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0
1,7.960490246,10.79349982,14,3,0,3757,42,100076.65,0,5,5,5,4,3,2,4,4,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1
0,12.25062113,6.081975067,15,0,0,4938,81,69965.65,1,5,5,5,3,4,3,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,9.634946079,13.55065547,13,0,0,3761,43,34883.69,1,4,4,4,3,4,4,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
0,7.916533093,9.470419821,14,1,0,1851,63,45634.2,2,3,4,3,3,4,4,4,3,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
1,4.471254161,6.194985909,11,0,1,38476,70,10964.73,3,3,3,2,4,4,3,3,3,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
1,10.79028074,10.80393657,19,1,0,13547,78,22365.28,1,4,4,3,6,2,5,7,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
0,12.24190682,7.903964267,17,0,1,7801,48,52636.6,0,3,1,2,2,5,2,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0
1,2.203859443,11.27443693,18,2,1,17823,63,19048.13,1,4,4,4,5,4,4,4,3,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1
1,23.92132231,6.129509309,12,0,0,20269,60,42784.82,4,5,5,6,5,3,7,5,5,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
1,3.7311787,7.969277912,17,0,0,30225,87,77996.88,0,3,3,4,5,4,3,5,4,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1
0,7.980015371,4.368120492,9,0,0,5760,54,47507.3,3,2,3,3,3,5,2,2,3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1,9.190009376,6.258356398,9,0,1,61,35,7724.73,3,4,3,2,3,3,3,3,4,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1
1,2.378630018,12.92303286,16,0,0,34359,70,1509.52,1,4,4,4,5,2,3,4,4,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0
1,5.43464555,12.43301273,13,0,0,24693,67,81124.71,2,3,3,4,3,5,3,3,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
1,1.092361222,7.607663559,11,0,0,4235,46,11795.57,4,1,1,2,2,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
0,20.13981517,7.442789019,10,2,1,2193,50,74794.84,1,2,2,3,4,3,3,4,4,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1,24.64873861,13.04429298,18,1,0,273,24,19038.78,1,4,4,5,1,4,4,3,3,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1
0,9.677739656,14.89762162,17,0,0,14557,20,79167.77,0,3,4,3,4,5,4,3,3,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
1,9.82814183,13.79387475,13,2,1,17653,29,37428.26,1,3,4,3,2,5,3,3,4,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
0,7.832238337,15.66367593,6,1,0,285,31,45148.38,0,3,3,3,4,4,3,4,4,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
0,19.45250317,8.513410306,13,3,0,320,72,74855.47,5,4,4,4,3,1,5,4,4,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
0,14.34766616,8.265002035,10,1,0,2863,71,45323.86,4,4,4,3,3,4,3,2,5,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
0,2.257358355,8.6026551,11,0,0,1206,32,71596.14,2,5,3,5,5,3,3,5,2,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
0,2.358129018,6.03993035,15,1,0,35279,33,10389.95,0,3,3,4,3,3,4,3,6,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
0,4.650578623,14.6040829,12,3,0,1049,67,19657.14,3,3,3,2,2,5,4,2,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
1,3.721772616,7.274007029,13,1,1,32203,66,27827.03,0,4,3,3,6,1,4,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
1,3.76663012,8.913898759,12,4,0,25576,21,15609.05,4,4,4,4,3,3,3,3,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
0,4.151256695,11.59313893,13,0,2,319,61,19815.63,0,3,2,3,4,3,4,5,4,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1
1,2.188918771,8.294186076,13,0,0,55519,75,58482.9,0,3,3,3,3,3,4,3,3,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1
1,13.85488928,15.19664016,9,1,0,15210,63,41656.53,0,3,2,3,2,4,3,2,4,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
1,19.75096265,6.942719201,7,1,1,14479,32,15841.19,2,2,2,3,3,3,3,3,3,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
0,18.38404445,9.834012571,7,1,0,4654,76,81127.41,0,3,2,3,4,2,4,5,3,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1
1,4.672610857,11.0596826,13,0,0,26320,29,24270.88,0,5,5,4,5,1,5,5,4,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1
0,6.796299371,8.834079073,17,0,1,35,83,54466.33,0,4,4,4,3,2,4,3,4,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,20.31163945,9.394961367,15,1,0,17600,80,103311.26,5,5,4,4,3,4,4,5,5,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1
0,6.998814446,14.4754365,11,1,1,3324,20,40211.04,0,3,4,3,5,2,6,6,6,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
1,14.46288204,10.68311773,12,1,1,55122,69,58077.38,0,3,2,3,5,3,4,4,3,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
0,11.13472066,13.79409442,10,1,0,4038,32,43466.35,1,3,4,4,4,3,4,2,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
1,2.542296644,12.40165307,19,1,0,31927,53,23289.77,0,2,4,3,2,3,3,5,3,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1
0,17.22596021,10.24782033,9,1,0,19904,25,49158.49,2,4,4,3,4,3,3,3,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
1,22.79214163,14.86100819,16,0,2,13000,69,3805.84,0,3,3,3,3,2,4,4,4,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1
1,3.823689744,6.716953195,10,2,1,1444,71,52616.27,3,3,5,3,2,4,2,4,2,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0
1,10.77094687,8.124258176,18,1,0,2158,53,30550.42,3,3,3,2,4,3,2,4,3,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0
1,13.08671185,14.60903837,11,0,2,1800,56,12154.01,2,4,4,3,3,5,3,2,2,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1
1,14.76468813,12.65015936,9,2,2,30,42,30649.31,0,4,3,4,3,5,4,2,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
1,9.473091121,12.0281501,14,0,0,3682,33,31417.33,3,2,2,2,2,4,2,3,2,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
0,5.197446331,15.68043093,16,1,0,41733,47,55861.19,1,4,4,4,4,3,3,4,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
1,6.577552683,11.30421466,18,3,1,630,48,9044.26,1,3,4,4,4,2,3,4,4,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1
1,3.174571918,10.26646787,10,1,0,15383,63,25381.66,0,4,3,4,2,3,3,3,3,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
0,17.88002366,7.56618217,9,0,0,257,40,65064.31,1,3,3,3,3,3,3,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1,13.12190056,10.40677369,14,2,0,1012,67,12527.51,0,5,4,4,3,3,5,3,4,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1
0,23.34617699,7.146124361,13,3,0,20327,56,35499.06,0,6,5,4,4,4,3,5,3,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
0,6.311709178,9.807530479,10,1,0,69,24,26282.4,6,5,5,4,3,3,3,3,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1
0,12.58298231,10.61217014,12,3,0,1130,79,51237.28,2,4,5,4,4,1,4,4,4,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1
1,7.120096363,5.785085772,16,1,1,4210,61,64222.21,3,4,3,4,5,3,5,4,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1,9.344886869,9.062879297,11,2,0,155,38,11014.98,0,4,4,4,4,3,4,4,4,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0
0,22.37815032,16.54443477,13,1,0,37711,28,21172.49,4,5,4,5,2,3,4,4,3,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
1,4.799514433,4.539566699,8,2,0,1800,44,26130.78,3,4,4,2,3,3,4,5,5,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1
0,10.04672315,7.251198724,14,2,0,8028,65,36478.21,1,2,2,3,4,3,3,4,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
0,8.156552837,8.943293567,15,2,1,31859,35,54533.63,3,4,4,4,3,4,3,3,4,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1
0,7.992791229,12.57884215,9,3,1,16101,31,37103.18,2,2,2,3,5,5,1,2,2,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
0,7.2310320279999996,11.64836306,11,0,1,20449,34,74679.84,2,4,3,3,3,4,5,4,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,4.627672042,6.076260652,13,0,0,161,68,95028.57,2,3,3,3,3,4,3,3,3,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1
0,10.05306287,11.75681641,9,0,0,29210,62,34281.1,0,5,5,4,2,5,3,4,3,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
0,4.171044392,9.173739977,14,0,1,821,52,36240.81,0,4,4,5,3,3,4,4,5,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
1,4.568682641,8.353693631,11,4,0,5846,32,9515.64,5,2,1,2,4,3,5,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1
1,8.574901206,2.310584634,14,1,0,25328,70,77531.43,1,2,3,2,4,4,2,1,3,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
1,9.743201772,5.290318715,10,0,0,3736,41,87354.99,3,5,5,3,4,4,4,4,5,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1
0,9.482919033,5.258274954,8,1,0,610,59,76567.85,2,4,5,4,4,4,4,5,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
0,8.447988841,7.157580014,12,0,0,34,46,30663.52,1,4,3,4,4,5,2,3,3,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
0,7.251397592,4.978546291,12,2,0,1135,89,31600.92,1,4,6,6,1,7,3,4,3,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1
1,14.64011644,6.547676875,10,3,1,1750,75,74638.78,4,3,3,4,4,3,4,2,5,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1
1,11.71637124,7.410590719,9,0,1,1076,26,32652.3,0,5,4,5,4,4,4,4,4,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0
0,4.13273503,11.39765385,8,1,1,1692,25,63650.54,4,4,3,4,3,4,3,3,3,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
1,2.887429547,11.29945603,14,1,0,43123,84,28622.6,1,4,5,3,4,4,2,4,2,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1
0,3.303030246,11.30748265,15,0,2,2396,69,50252.79,3,4,4,4,5,2,4,4,4,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0
0,5.15825129,10.31551212,11,2,1,12914,31,19800.81,3,5,5,5,4,2,3,4,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1,3.180102025,11.9664542,17,1,0,828,74,48715.53,1,2,2,3,4,2,2,3,2,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
0,15.85983755,10.18046877,10,2,0,98,49,23204.98,1,5,4,5,2,4,5,4,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,11.73724209,14.01485542,16,1,1,15671,47,35302.52,1,2,3,2,4,4,3,2,2,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0
1,7.006240694,14.62784306,17,2,0,2229,20,54895.16,4,6,5,5,3,6,4,4,4,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0
1,5.562130367,10.90517581,10,2,0,4982,26,60398.06,2,3,3,3,3,3,3,5,3,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0
0,14.53027663,8.894475174,8,0,1,18575,72,8115.88,2,2,3,3,5,3,4,4,4,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1
0,5.905906389,10.50187888,13,0,0,15715,41,33858.66,1,5,5,4,3,5,4,4,4,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1,3.260462654,12.34250072,12,2,1,6252,26,29950.47,3,3,4,3,3,4,4,4,4,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1
0,18.91276578,10.29380879,12,3,0,3834,55,49421.69,4,4,4,3,5,4,3,3,4,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1
0,14.25617986,8.512650562,11,2,1,19556,46,11061.05,1,3,4,4,4,2,5,3,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
1,7.983887266,7.82671592,13,1,2,47732,87,15388.32,0,4,4,3,3,4,4,4,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1
0,5.969967132,6.985590245,9,2,1,86926,39,20624.31,1,4,5,4,4,3,3,3,5,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1
1,19.95277818,11.40449185,12,0,0,69,81,47877.81,0,4,4,4,4,5,3,4,3,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
0,14.85781115,10.44249511,13,1,0,15033,83,46154.17,0,3,4,4,1,3,4,4,4,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0
1,11.92299244,10.68024546,13,2,1,1879,87,10403.59,3,4,3,4,3,4,3,4,3,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
0,5.972864167,10.62439366,13,0,0,358,76,22412.6,3,2,3,4,4,3,3,1,3,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,10.87555535,10.91642397,13,1,0,32653,25,19476.27,6,2,2,3,2,5,4,4,3,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
1,16.00330155,8.580626195,14,0,0,10398,34,96382.76,3,2,2,3,4,1,4,4,4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
0,12.63074989,8.996933306,11,0,1,2081,46,28022.56,1,4,5,5,2,3,5,4,5,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0,8.4944392,7.602570192,7,2,0,3410,73,35478.4,1,4,3,2,3,5,2,4,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
0,12.07358377,9.591529444,14,0,1,1917,58,87537.25,3,2,3,3,4,2,4,3,5,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
1,10.21634248,13.36027908,12,0,0,2482,70,34112.1,4,4,2,3,4,4,3,4,4,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
1,15.50354683,4.372034777,7,1,0,902,53,32653.51,0,3,3,3,2,7,3,4,3,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
0,19.48900163,12.81260566,10,1,0,3066,38,49277.48,0,4,4,4,5,2,4,4,3,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
1,10.01771765,3.767298987,11,0,0,13365,26,37297.82,0,2,2,4,4,4,5,4,4,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
0,7.34059599,17.56798903,14,2,0,207,44,14928.96,2,3,4,4,2,4,3,2,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
