Churn,Children,Income,Outage_sec_perweek,Yearly_equip_failure,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,InternetService_DSL,InternetService_Fiber_Optic,Gender_Female,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Contract_Monthly,Contract_One_Year
0,0,27976.63,12.76603868,1,1,1,0,1,0,0,0,0,1,11.77389421,0,0,1,1,0,0,0,0,0
1,2,11250.71,10.93514898,1,1,1,0,0,0,0,0,1,0,3.940297464,1,0,1,0,0,0,1,1,0
0,0,41879.1,12.29165611,1,1,0,0,0,0,0,1,0,0,12.75609778,1,0,0,1,0,0,0,1,0
1,1,63095.62,10.88047174,2,0,1,1,1,1,1,1,1,0,14.14101821,1,0,0,0,0,0,0,1,0
0,0,13583.35,8.124261532,0,1,0,0,1,1,1,0,1,0,4.216732972,1,0,0,0,0,0,0,0,0
0,1,75866.75,10.11985468,0,1,0,0,0,0,1,0,0,0,7.661226872,0,0,1,0,0,0,1,1,0
0,3,74061.48,5.863179258,0,1,0,0,0,1,0,0,1,0,12.4767812,1,0,0,0,0,1,0,1,0
1,4,70174.11,8.702618087,0,1,0,1,0,0,0,1,1,1,11.74635394,1,0,1,0,0,1,0,1,0
1,4,25215.22,7.044096971,0,1,0,1,1,1,0,1,1,0,5.690013293,0,1,1,0,0,0,1,1,0
1,1,46622.3,11.19861363,0,1,0,0,1,0,0,0,0,1,3.365552603,0,1,0,0,0,0,1,1,0
0,7,8507.97,9.518819692,0,1,1,1,1,0,1,0,1,1,9.001231999,1,0,1,0,0,1,0,0,0
0,1,26005.77,12.07226102,0,1,1,1,0,0,0,0,1,0,24.8868126,0,1,1,1,0,0,0,0,0
0,0,20204.74,16.26782621,0,1,0,1,1,0,1,0,0,0,17.6210362,0,1,1,0,0,1,0,1,0
1,3,20811.42,13.60774223,1,1,0,1,0,1,0,0,1,0,3.045064701,0,1,0,0,0,0,1,1,0
1,0,34474.39,6.02604588,0,1,1,0,1,0,0,1,1,0,15.35762157,0,1,0,0,0,0,1,1,0
1,2,11655.88,10.05990041,0,1,0,0,0,1,1,1,1,1,7.138784756,1,0,1,0,0,0,1,0,1
0,1,37149.4,10.48123205,0,1,0,1,1,1,0,1,0,1,9.797427154,0,0,0,0,1,0,0,0,0
1,4,9729.44,11.7174619,0,1,1,0,0,1,1,0,1,0,3.778575882,1,0,1,0,0,0,0,0,0
1,1,35891.67,6.286550988,2,1,1,1,1,1,1,0,0,1,10.27819073,1,0,0,0,0,0,0,1,0
0,0,20801.9,9.886595026,0,1,0,0,0,0,0,0,0,1,4.156887945,0,1,0,0,0,1,0,0,1
1,0,6170.55,11.6443975,1,1,0,0,1,1,0,0,1,0,15.22323989,0,1,1,0,1,0,0,1,0
1,7,86453.08,9.202197695,0,0,0,0,1,0,0,1,1,0,7.218752772,0,1,1,0,0,0,1,1,0
0,4,13148.09,16.41445271,0,1,0,0,0,1,1,0,0,1,16.52138638,0,0,1,0,0,0,1,1,0
1,1,18895.18,4.874661522,0,1,1,0,1,1,0,0,1,1,2.522962069,0,0,1,0,0,0,0,1,0
1,1,48852.54,4.924368526,0,0,1,0,0,1,0,0,1,1,3.508974199,0,1,0,1,0,0,0,1,0
1,2,59147.78,5.763454353,0,1,0,1,1,1,0,0,1,0,10.8600084,1,0,0,1,0,0,0,1,0
0,3,99519.26,12.87091514,0,0,1,0,0,1,1,0,0,1,21.71097206,0,1,1,0,1,0,0,0,1
1,2,18402.27,5.236234219,0,1,0,1,1,1,0,1,1,1,4.991605214,0,0,1,1,0,0,0,1,0
0,1,10466.23,7.565105658,0,1,1,0,0,0,0,0,0,1,5.440398012,0,0,1,0,0,0,1,1,0
1,0,101000.3,11.26553266,1,1,1,0,0,0,0,1,0,0,14.58066686,1,0,0,0,0,1,0,1,0
1,2,23165.82,11.06361355,0,1,0,0,1,0,1,1,0,1,14.68600159,0,1,0,0,1,0,0,1,0
0,7,23413.1,11.38306511,0,1,0,0,1,1,0,1,0,1,5.709925704,0,1,0,0,0,0,0,0,0
0,3,9487.91,10.02701706,0,1,0,1,0,1,0,0,0,0,2.206152519,0,1,1,0,0,0,1,0,1
0,3,47946.16,16.23914454,0,1,0,1,0,1,1,1,0,1,5.622660986,0,1,1,0,0,0,1,1,0
1,0,11249.18,8.90345193,1,1,1,1,1,0,1,1,1,0,10.06913982,1,0,0,1,0,0,0,1,0
0,0,18684.74,11.70304454,1,1,0,1,1,0,1,0,0,0,6.935335786,1,0,0,1,0,0,0,1,0
0,1,78129.73,5.21028807,0,1,1,0,0,1,0,1,0,0,12.75071284,0,1,1,0,0,0,1,0,1
0,2,20314.7,7.766411994,0,1,0,1,0,1,0,0,0,1,10.15330548,1,0,1,0,0,0,0,1,0
1,1,59158.79,7.5140673079999996,0,1,0,0,0,0,0,1,1,1,13.17859958,0,0,0,1,0,0,0,1,0
1,3,7681.82,11.34885042,0,1,0,0,0,1,0,1,0,1,7.228526307,0,0,1,0,0,1,0,1,0
0,1,17876.13,11.81880212,1,1,0,0,0,1,1,0,1,1,20.43854626,0,0,0,1,0,0,0,0,0
1,0,21795.58,8.661233766,0,1,0,0,1,0,0,0,1,0,2.915827364,1,0,1,0,1,0,0,1,0
1,2,50560.17,7.823058882,0,1,0,0,0,0,0,1,0,1,8.650238791,0,1,0,1,0,0,0,1,0
0,0,24202.12,10.36003643,0,1,1,1,0,1,1,1,0,0,8.878536605,0,1,0,1,0,0,0,0,0
0,4,31159.95,6.027816542,0,1,0,1,0,0,0,0,1,1,10.6312597,1,0,1,0,1,0,0,1,0
0,1,21654.51,10.4766784,0,1,0,1,0,0,1,1,0,1,3.564836875,0,0,1,0,0,0,1,1,0
1,0,20957.58,9.133118524,0,0,1,0,0,0,0,1,1,1,7.349620762,0,1,0,1,0,0,0,1,0
1,0,30142.44,10.43511467,0,1,1,0,0,1,1,1,1,0,7.073151031,1,0,1,0,0,0,1,0,1
1,3,12924.08,12.33031848,1,1,1,1,1,1,0,0,1,1,8.054118994,1,0,0,0,1,0,0,1,0
1,3,86411.28,5.772344439,1,1,0,1,0,0,1,1,1,1,10.40161068,1,0,1,1,0,0,0,1,0
1,0,21806.2,13.40423523,0,1,0,1,1,1,1,0,1,1,4.902104964,1,0,0,0,0,0,1,1,0
1,3,28082.45,9.879567236,1,1,1,1,0,0,0,0,1,0,1.894776657,1,0,1,1,0,0,0,1,0
0,3,69662.99,7.329478649,0,1,1,0,1,0,0,0,0,1,5.204111135,1,0,0,0,0,0,0,0,0
0,0,35947.74,7.006566848,0,1,0,0,0,0,0,1,0,0,20.01892414,0,1,0,1,0,0,0,1,0
0,1,25807.14,8.832305481,0,1,0,0,0,1,0,0,0,1,3.998433243,0,1,1,1,0,0,0,0,0
0,4,15518.51,9.877572075,2,1,1,1,1,1,1,0,1,0,5.884557067,0,1,0,0,0,1,0,0,0
1,2,30944.95,11.62322378,0,1,1,0,0,0,0,0,1,1,7.21126107,0,1,1,1,0,0,0,1,0
1,4,24903.99,6.860771245,0,1,1,0,1,0,0,0,0,1,11.85998919,0,0,1,0,0,0,0,1,0
0,4,15253.93,8.941096681,0,0,1,0,1,1,0,1,0,1,17.28022598,0,1,1,0,1,0,0,0,1
0,1,26164.5,12.27450189,0,1,0,0,0,1,1,1,0,0,7.737353244,1,0,1,0,0,1,0,1,0
1,0,27537.94,5.702833154,1,1,1,0,1,1,0,1,0,1,3.484000437,1,0,1,0,0,1,0,0,1
0,2,37552.96,11.88831901,0,1,0,0,1,1,0,1,0,0,6.143856241,0,1,0,0,1,0,0,0,0
0,0,37860.79,12.13559132,1,1,0,1,1,1,1,0,1,1,3.905351198,0,1,1,0,1,0,0,0,1
1,2,11455.64,13.26508243,1,1,0,0,0,0,0,1,1,0,19.17821675,0,1,0,0,1,0,0,1,0
0,0,22322.51,11.98809409,1,1,0,0,0,1,1,0,1,1,12.36979696,0,0,1,0,0,1,0,0,0
1,0,61436.18,8.157170567,0,1,1,1,0,0,0,1,1,1,3.769989038,0,1,0,0,0,1,0,1,0
1,4,36699.84,9.435961177,0,1,0,1,1,1,0,1,1,1,24.39432985,0,1,0,0,0,0,0,0,0
0,4,58297.91,10.271224459999999,0,1,0,1,0,1,0,1,1,0,1.042140757,0,1,0,0,0,0,1,0,1
1,1,18410.16,9.417040882,0,1,0,0,0,1,0,0,1,1,2.768037617,0,1,1,0,1,0,0,1,0
0,1,85742.06,11.00921312,0,1,1,1,0,1,1,0,0,1,6.357562637,1,0,0,0,0,0,0,0,0
0,1,20485.31,14.40659587,0,1,0,1,1,1,0,0,1,1,6.90648504,0,1,0,1,0,0,0,0,0
1,1,60415.32,8.497807171,0,1,0,0,0,0,1,1,1,1,20.75499393,0,1,0,0,0,0,1,0,1
0,0,54937.5,12.07745494,1,1,1,1,0,0,1,0,0,1,9.75910234,0,0,1,1,0,0,0,1,0
0,2,25670.71,13.9772991,1,1,0,0,0,1,0,1,0,0,17.80378998,1,0,0,0,0,0,1,1,0
0,7,39087.76,8.361906963,0,1,0,0,0,1,1,1,1,1,10.8040205,1,0,0,0,0,0,1,0,1
1,7,12145.97,7.275899757,0,1,1,0,0,0,0,1,1,1,12.84120976,0,1,0,0,0,0,1,1,0
1,4,68180.35,6.913368813,1,1,1,0,1,1,0,0,1,1,10.49916723,1,0,0,0,0,1,0,1,0
0,0,19474.37,11.03086435,0,1,0,0,0,0,0,0,0,1,11.84987964,0,1,1,0,0,1,0,1,0
0,0,68647.24,12.71080854,1,1,0,0,0,0,0,1,0,1,5.156978882,1,0,1,0,1,0,0,0,1
0,0,82226.63,7.530481623,1,1,0,0,0,0,0,0,1,0,10.35063785,1,0,1,1,0,0,0,0,1
0,0,8864.63,7.373007212,1,1,0,0,0,0,1,0,0,0,14.71592037,1,0,1,0,1,0,0,1,0
0,3,38311.94,12.1362412,1,1,0,0,1,0,0,1,0,0,11.703478520000001,1,0,0,1,0,0,0,1,0
1,0,16778.35,14.19955362,0,1,1,0,0,1,0,0,0,1,7.439569893,0,0,0,0,0,0,1,1,0
0,2,88666.42,8.433181103,1,1,0,0,0,1,0,0,0,1,2.282601557,0,1,0,0,1,0,0,1,0
1,2,91141.18,9.981655957,0,1,0,0,0,0,0,1,1,1,7.677648117,0,0,1,0,0,0,0,1,0
0,0,44493.49,13.88702214,1,1,1,0,1,1,1,0,0,0,3.293435643,0,1,0,0,0,0,0,0,1
0,4,13756.31,9.039378259,0,1,0,0,0,1,0,0,0,1,5.711646401,0,1,1,0,0,1,0,1,0
0,3,30300.58,12.46342441,0,1,0,0,1,1,1,0,0,1,4.603347641,0,1,0,0,0,0,0,0,1
0,1,11391.26,9.624347659,1,1,0,1,1,1,1,1,0,1,9.07068647,0,1,1,0,0,0,1,0,1
0,0,31138.29,12.0778957,0,1,1,0,1,1,0,0,0,1,9.322934248,1,0,1,0,0,1,0,0,0
0,0,29470.61,10.4673283,0,1,0,1,0,0,0,0,1,1,5.310878954,0,1,0,0,0,0,0,1,0
1,1,4297.28,10.80087066,0,1,1,1,1,1,1,1,1,1,12.55438733,1,0,1,1,0,0,0,1,0
1,2,20433.9,10.4009592,1,1,1,0,0,0,1,1,1,1,8.063547235,1,0,0,0,0,1,0,1,0
0,0,29249.18,6.479792672,0,1,1,0,1,1,0,0,0,1,11.95255483,0,1,0,0,0,1,0,0,0
0,2,29345.58,7.450205641,0,1,0,1,0,0,1,0,0,0,4.455386749,0,0,0,0,1,0,0,1,0
0,2,10670.46,10.13650144,0,1,0,1,1,1,1,0,1,0,12.00858052,1,0,1,0,0,0,1,1,0
1,4,12482.52,10.39942085,1,1,0,0,1,0,1,1,1,1,24.19132114,0,1,1,0,0,1,0,1,0
1,0,87580.83,9.746705702,1,1,1,1,1,1,0,1,0,1,3.831221517,0,1,0,0,0,0,0,0,0
0,2,24608.16,12.19720019,0,1,0,1,0,1,0,0,0,1,11.08306586,0,1,0,0,0,1,0,0,1
0,1,32011.39,14.34937361,0,1,0,0,0,0,0,0,1,0,7.48578642,1,0,1,0,0,0,1,0,1
1,1,14715.35,9.812128627,1,1,1,1,0,0,1,1,0,0,7.542749465,0,1,0,0,0,0,0,1,0
1,1,45181.91,13.9416954,0,1,1,0,0,0,0,1,0,0,6.28842083,0,1,0,0,0,0,1,1,0
1,0,51909.42,10.13282402,0,1,0,0,0,1,0,1,1,0,1.532973151,0,1,0,0,0,0,1,1,0
0,2,34292.78,16.16759956,0,1,0,1,1,0,0,0,1,1,9.073819276,0,0,1,1,0,0,0,1,0
1,0,28056.39,7.637291768,0,1,0,0,0,0,1,1,1,1,19.76529476,1,0,1,1,0,0,0,1,0
0,1,6169.09,7.335113752,0,1,0,1,0,0,0,0,1,1,17.71637154,0,1,0,0,0,0,0,1,0
0,4,12476.49,8.588524095,1,1,0,1,0,0,1,1,0,0,10.81273093,0,1,0,1,0,0,0,1,0
0,4,37330.86,10.52752198,0,1,0,1,1,0,0,0,1,1,2.284207057,0,1,1,1,0,0,0,0,0
1,4,26763.52,10.65970319,0,1,1,0,1,0,0,1,0,1,5.240131023,1,0,1,0,0,0,0,1,0
1,3,36233.87,9.530649932,1,1,0,0,0,1,0,0,1,0,8.735757967,0,1,0,0,0,1,0,1,0
1,5,40725.32,10.27136063,0,1,1,1,1,0,1,0,1,0,13.76871228,0,0,0,0,0,0,0,1,0
0,1,40921.71,11.53388751,2,1,0,0,0,0,1,1,0,1,5.803901847,1,0,0,0,0,0,0,1,0
1,2,40460.35,13.32211645,0,1,1,0,0,0,1,1,1,1,9.195415365,0,1,1,1,0,0,0,1,0
0,0,33602.96,5.439572058,0,1,1,0,1,1,1,0,1,1,13.04114417,0,0,1,0,0,1,0,1,0
1,4,58590.12,7.84599874,1,1,1,1,0,1,0,1,0,1,1.79772408,0,0,1,0,0,1,0,1,0
0,1,18555.15,8.406366357,0,1,0,0,0,1,1,1,0,0,1.611546284,0,0,0,0,0,1,0,0,1
1,0,12000.1,5.114025367,1,1,1,0,0,1,0,1,0,1,6.9916427819999996,0,1,1,0,1,0,0,1,0
1,4,49710.21,14.96043073,0,1,1,0,0,1,0,0,1,0,2.368283285,1,0,0,0,1,0,0,1,0
0,0,32399.51,6.271196467,0,1,0,0,0,1,1,1,0,1,10.34327947,0,1,0,1,0,0,0,1,0
0,0,28704.22,11.00710107,0,1,1,0,0,0,0,1,0,0,8.277054038,1,0,0,0,0,0,1,0,0
1,3,26659.08,3.294848551,0,1,1,0,1,0,1,1,0,0,5.259033624,0,1,0,0,0,0,1,0,0
1,0,14623.21,8.888970383,1,1,1,1,0,1,0,1,0,1,4.245035615,1,0,1,0,0,1,0,1,0
0,0,47683.58,5.729233184,2,1,1,1,0,0,1,1,0,1,5.134989649,0,1,1,0,0,1,0,1,0
0,1,37860.53,11.6041258,0,1,1,1,1,0,0,1,0,0,1.740841699,0,1,1,0,0,0,1,1,0
1,1,4493.49,10.41328888,1,1,1,0,1,0,0,0,1,0,5.915225146,1,0,1,0,1,0,0,0,1
1,2,17773.11,9.846699861,0,1,0,0,1,0,0,1,1,1,10.03364243,1,0,1,0,0,0,1,0,0
1,0,71934.85,13.25327303,0,0,0,1,0,0,0,1,1,0,2.371911572,0,1,1,0,1,0,0,1,0
0,1,32149.05,9.751665909,1,1,1,0,0,1,0,0,1,1,4.905988692,0,1,0,0,0,0,0,0,1
0,1,36226.45,10.0260969,0,1,0,0,0,1,1,1,0,0,1.443775322,1,0,0,0,0,0,1,0,1
0,2,43738.55,10.07197012,0,1,0,1,0,1,0,0,1,1,4.945014197,0,1,0,0,0,0,1,1,0
0,0,10772.59,7.024369189,1,1,0,0,1,0,1,0,0,1,8.015401085,0,0,1,0,1,0,0,1,0
1,2,55821.74,3.888998584,1,1,1,0,1,0,1,1,0,0,1.153881327,0,1,1,1,0,0,0,0,0
0,4,38914.23,8.850529612,0,1,1,0,0,0,0,0,1,0,8.137267032,0,1,1,1,0,0,0,0,0
1,0,37340.2,11.06857815,0,1,1,0,1,0,0,1,0,1,2.010811355,1,0,1,0,0,0,1,1,0
1,3,41311.01,6.680449508,0,0,1,1,0,0,0,1,1,0,4.06047424,0,0,0,0,0,0,0,1,0
0,1,10181.73,7.843654266,0,1,0,0,0,0,1,0,0,0,6.524843094,0,1,0,0,1,0,0,1,0
0,0,40787.88,5.931159176,0,1,0,0,0,1,1,0,1,1,18.29391747,0,1,1,0,0,0,1,1,0
1,0,77269.05,10.72707391,1,1,0,0,0,0,1,1,0,1,12.43358232,0,1,1,1,0,0,0,1,0
0,0,14562.52,12.10251179,1,1,1,1,0,0,1,0,0,0,11.67460124,1,0,0,1,0,0,0,0,0
0,1,34434.44,10.47958917,0,1,1,0,0,0,0,0,0,0,14.69261964,1,0,1,0,0,0,1,1,0
0,0,16921.75,9.008013496,0,1,0,0,1,0,0,1,0,0,15.1418246,0,0,1,0,1,0,0,1,0
1,5,22247.54,6.364065547,0,0,0,0,1,1,0,0,1,1,14.5875554,0,1,0,0,0,0,1,1,0
0,6,4109.71,8.222298126,0,1,0,1,1,1,1,1,0,0,4.486607929,0,1,0,0,1,0,0,0,1
1,0,30185.46,9.203049013,1,1,1,0,1,1,1,1,1,1,5.898536601,1,0,0,1,0,0,0,0,1
1,1,63225.56,10.67873215,1,1,1,0,1,1,0,1,0,1,13.0035986,0,0,0,0,0,0,0,1,0
1,0,44447.24,8.667871777,1,1,1,1,0,0,1,0,0,1,9.876537733,0,0,0,0,1,0,0,1,0
0,0,33663.55,8.194524344,1,1,0,1,1,1,0,0,1,1,8.938308825,0,1,0,0,0,0,1,1,0
1,3,56372.08,9.26498924,0,1,1,1,1,1,1,1,0,0,9.690818661,1,0,1,0,1,0,0,0,0
1,3,19146.42,10.51064826,1,1,0,0,0,0,0,1,1,1,4.898445616,1,0,1,0,0,0,0,0,0
0,4,17101.08,7.20065374,0,1,0,1,0,0,0,0,1,0,10.19437082,1,0,0,0,0,1,0,0,0
1,0,79189.23,6.792026415,1,1,1,0,1,0,1,1,1,0,11.24061076,1,0,0,1,0,0,0,0,1
0,1,25808.98,9.597592484,0,1,1,0,0,0,0,1,0,1,5.824620949,1,0,0,1,0,0,0,0,0
0,0,96857.54,7.078232973,0,0,0,0,1,0,1,0,1,0,19.98393473,0,1,1,0,0,1,0,1,0
0,2,11835.48,12.35760773,0,1,0,1,0,1,0,1,0,1,18.30915793,0,1,0,0,0,0,0,1,0
1,3,14595.56,2.358964139,1,1,0,1,0,0,0,1,0,1,11.45319603,1,0,1,0,1,0,0,1,0
1,4,52852.51,5.580139894,0,1,0,0,1,1,0,1,1,1,3.638799298,0,1,1,1,0,0,0,1,0
0,0,77774.13,6.732546893,0,1,0,0,1,1,0,0,0,0,1.214622014,0,0,1,0,1,0,0,0,1
1,3,66146.86,12.05866555,0,0,0,1,0,1,0,1,0,1,8.688984603,1,0,0,0,1,0,0,1,0
1,0,37518.71,9.543357026,0,1,0,0,1,1,0,1,0,1,10.24058579,0,1,1,1,0,0,0,1,0
1,3,54669.67,8.444910983,0,1,1,1,1,0,1,0,1,0,13.85473212,0,1,0,0,0,0,0,1,0
1,0,4916.91,17.49332639,2,1,1,0,1,1,0,1,0,0,1.068799086,0,0,0,0,1,0,0,1,0
1,3,56014.49,7.523463124,0,1,0,0,0,0,0,1,1,0,17.39605821,0,0,1,0,0,0,1,1,0
0,3,18788.66,15.34353703,0,0,1,0,1,0,0,1,0,1,9.378558244,0,1,0,0,0,0,0,0,1
0,0,33714.3,10.06634813,0,1,0,0,0,1,0,0,0,1,6.339408608,0,1,1,0,1,0,0,0,0
0,1,30133.27,10.03378888,0,1,1,0,1,0,0,0,1,0,30.03608319,0,1,1,1,0,0,0,1,0
0,1,4812.74,12.96180339,0,1,0,0,0,1,1,0,1,1,13.34966275,0,1,0,1,0,0,0,0,1
1,0,21647.96,10.51343586,0,0,0,1,1,0,1,0,1,1,7.629294031,0,0,1,0,1,0,0,0,0
0,3,23379.71,5.730187669,0,1,1,1,1,0,0,0,1,0,9.676963031,0,1,1,1,0,0,0,0,0
0,0,40661.06,2.516745112,0,1,0,1,0,1,0,0,0,1,9.028422616,0,0,0,0,0,0,1,0,1
0,4,23687.02,13.25666082,0,1,1,0,0,0,1,0,0,1,13.14070245,1,0,1,0,0,0,0,1,0
0,0,41058.3,9.515742803,0,1,1,0,0,0,1,0,1,0,8.886360176,1,0,1,0,0,1,0,0,1
1,4,20436.28,7.85989854,0,1,1,1,0,1,0,1,1,0,6.862244054,0,1,0,0,0,1,0,0,1
0,0,28733.56,11.57607855,1,1,1,0,0,0,0,1,0,1,5.396647294,0,0,0,0,0,0,0,1,0
0,7,20095.5,10.42690816,0,0,0,0,0,0,0,0,1,0,18.42609229,0,1,1,1,0,0,0,1,0
0,0,98906.55,9.540070446,0,1,1,1,0,0,0,0,1,1,4.997365436,1,0,1,0,0,0,1,0,0
1,3,40529.84,16.88041332,0,1,1,0,1,0,0,0,1,0,15.32475177,1,0,0,0,1,0,0,1,0
