"MonthlyCharge","Tenure","Children","Age","Email","Population","Bandwidth_GB_Year","Port_modem","Tablet","InternetService_Fiber_Optic","InternetService_DSL","Phone","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies"
222.660939,14.46288204,0,69,12,55122,1806.135733,0,0,0,0,0,0,1,1,1,1,1
182.467607,11.13472066,1,32,10,4038,1397.701335,0,0,1,0,1,0,0,1,0,1,0
220.161527,2.542296644,0,53,19,31927,808.4305471,0,1,0,0,1,0,0,1,0,1,1
169.937833,17.22596021,2,25,9,19904,1886.531937,0,0,1,0,1,0,1,0,0,0,1
204.963371,22.79214163,0,69,16,13000,2294.781131,1,0,1,0,0,0,1,1,0,1,0
204.963371,3.823689744,3,71,10,1444,826.3438621,0,0,1,0,1,0,1,1,0,1,0
245.128318,10.77094687,3,53,18,2158,2072.564168,0,0,0,1,1,1,1,0,0,1,1
172.473314,13.08671185,2,56,11,1800,1436.793746,0,1,0,0,1,0,1,0,1,1,0
172.456745,14.76468813,0,42,9,30,1963.332683,1,0,0,1,0,0,0,0,1,0,1
194.976769,9.473091121,3,33,14,3682,1324.164906,0,0,1,0,1,0,0,1,1,1,0
137.439154,5.197446331,1,47,16,41733,704.9375603,0,0,1,0,1,0,0,0,0,1,0
192.470522,6.577552683,1,48,18,630,888.6517305,1,1,1,0,1,0,0,1,0,0,1
159.951231,3.174571918,0,63,10,15383,377.0810282,1,0,1,0,1,0,0,0,1,0,1
112.455141,17.88002366,1,40,9,257,1606.489936,0,0,1,0,1,0,0,0,0,0,0
174.961766,13.12190056,0,67,14,1012,1431.409396,0,0,1,0,1,1,1,0,1,1,0
162.452604,23.34617699,0,56,13,20327,2253.85247,0,0,1,0,1,1,1,0,0,1,0
137.483594,6.311709178,6,24,10,69,1353.29384,1,1,0,1,1,0,0,1,0,0,0
275.133571,12.58298231,2,79,12,1130,1701.457566,0,1,1,0,1,0,1,1,0,1,1
127.442069,7.120096363,3,61,16,4210,1290.737183,1,0,0,1,1,0,0,0,0,0,1
210.138,9.344886869,0,38,11,155,1403.270091,0,0,0,0,1,0,1,0,1,1,1
147.456419,22.37815032,4,28,13,37711,2603.903672,0,0,0,1,1,0,1,0,0,0,0
242.657291,4.799514433,3,44,8,1800,1256.287854,1,1,0,0,1,0,1,1,0,1,1
114.983787,10.04672315,1,65,14,8028,980.9935923,0,1,0,0,1,0,1,0,1,0,0
187.656013,8.156552837,3,35,15,31859,1347.869205,1,1,0,0,1,0,0,1,0,1,1
149.991327,7.992791229,2,31,9,16101,1127.267848,1,0,0,0,1,0,0,1,0,1,0
124.960655,7.231032028,2,34,11,20449,1269.836202,1,1,0,1,1,0,0,0,0,0,0
220.161527,4.627672042,2,68,13,161,1038.745378,1,1,0,0,1,0,0,1,0,1,1
172.48852,10.05306287,0,62,9,29210,1531.155367,0,0,0,1,0,0,1,1,1,0,0
120.004928,4.171044392,0,52,14,821,991.2441024,1,1,0,1,1,1,0,1,1,0,0
220.161527,4.568682641,5,32,11,5846,1244.296865,0,0,0,0,1,0,0,1,0,1,1
139.965008,6.085030507,0,47,10,4476,1162.332926,1,0,0,1,1,0,0,1,0,0,1
159.951231,2.730250735,8,66,12,5529,577.1157824,1,0,1,0,1,0,0,0,1,0,1
184.949594,8.574901206,1,70,14,25328,1442.974877,1,0,0,1,1,0,1,0,1,1,0
252.637807,9.743201772,3,41,10,3736,1577.208717,1,0,1,0,1,0,0,1,0,1,1
112.455141,9.482919033,2,59,8,610,886.9398744,1,0,1,0,1,0,0,0,0,0,0
179.979358,8.447988841,1,46,12,34,1065.06443,0,0,1,0,1,0,1,1,0,0,0
202.443347,6.365998533,3,70,17,3199,951.886985,1,1,1,0,1,0,1,0,0,0,1
197.472533,7.251397592,1,89,12,1135,1404.435534,0,0,0,1,1,0,1,1,1,1,0
255.155493,14.64011644,4,75,10,1750,1925.911722,0,0,1,0,0,1,0,1,0,1,1
174.976769,11.71637124,0,26,9,1076,1805.011298,0,1,0,1,1,0,0,1,1,1,0
169.992756,4.13273503,4,25,8,1692,700.7343179,1,0,1,0,1,0,0,1,1,0,0
192.440432,2.887429547,1,84,14,43123,513.237305,0,0,1,0,1,0,1,0,0,1,0
182.460772,3.303030246,3,69,15,2396,717.3876564,0,1,1,0,1,0,1,1,0,0,1
139.965008,5.15825129,3,31,11,12914,1313.492851,0,1,0,1,1,0,0,1,0,0,1
137.461553,3.237560234,10,76,14,15171,819.4195269,0,0,0,0,1,0,1,0,0,0,1
217.472533,2.733109234,8,75,15,5157,882.1160656,0,0,1,0,1,0,1,1,1,1,0
210.138,3.180102025,1,74,17,828,724.7803356,1,1,0,0,1,0,1,0,1,1,1
104.964303,15.85983755,1,49,10,98,1829.270014,0,0,0,1,0,0,0,0,1,0,0
262.610632,11.73724209,1,47,16,15671,1668.199119,0,0,1,0,1,0,1,0,0,1,1
152.488401,7.006240694,4,20,17,2229,1124.353152,1,1,0,0,1,1,1,0,1,0,1
174.974431,5.562130367,2,26,10,4982,1316.239744,0,0,0,1,1,1,0,0,1,0,1
220.118516,14.53027663,2,72,8,18575,1637.201426,0,0,1,0,1,0,0,0,1,1,1
162.452604,5.905906389,1,41,13,15715,951.8524406,0,1,1,0,1,1,1,0,0,1,0
184.961033,3.260462654,3,26,12,6252,1248.097652,1,1,0,1,1,1,1,0,0,0,1
217.483972,18.91276578,4,55,12,3834,2220.255405,1,0,1,0,1,1,1,1,0,0,1
220.118516,14.25617986,1,46,11,19556,1669.202417,1,0,1,0,1,0,0,0,1,1,1
187.642236,7.983887266,0,87,13,47732,990.0555076,1,0,0,0,1,0,0,0,1,1,1
174.961766,5.969967132,1,39,9,86926,967.9819136,0,1,1,0,1,1,1,0,1,1,0
252.637807,19.95277818,0,81,12,69,2190.259876,0,0,1,0,1,0,0,1,0,1,1
130.024412,14.85781115,0,83,13,15033,1445.752781,1,0,0,0,1,1,1,1,1,0,0
162.482694,2.600063739,0,50,12,2673,528.6553088,0,0,1,0,1,1,0,1,0,0,1
182.467607,11.92299244,3,87,13,1879,1296.481055,1,0,1,0,1,0,0,1,0,1,0
139.934918,5.972864167,3,76,13,358,1195.393037,1,0,0,1,1,0,1,0,0,1,0
200.165175,10.87555535,6,25,13,32653,1700.121992,0,0,0,0,1,0,0,1,1,1,1
202.682861,16.00330155,3,34,14,10398,2120.673828,1,0,0,0,1,1,0,1,1,1,1
159.951231,12.63074989,1,46,11,2081,1238.421347,1,0,1,0,1,0,0,0,1,0,1
149.948316,8.4944392,1,73,7,3410,847.110799,1,0,1,0,1,0,0,0,1,1,0
149.959755,8.044444101,8,57,12,377,1112.937102,1,0,1,0,1,1,0,0,0,0,1
137.469817,12.07358377,3,58,14,1917,1623.045026,1,1,0,1,1,0,0,0,1,0,0
187.656013,10.21634248,4,70,12,2482,1479.730181,1,0,0,0,1,0,0,1,0,1,1
164.985293,15.50354683,0,53,7,902,2144.735024,1,0,0,1,1,1,0,1,0,1,0
159.965008,13.88004531,0,31,11,43714,1522.289512,1,0,1,0,1,0,0,1,0,0,1
172.462354,19.48900163,0,38,10,3066,1974.780054,0,0,1,0,1,1,0,0,0,1,0
204.949594,10.01771765,0,26,11,13365,1261.177198,0,0,1,0,1,0,1,0,1,1,0
147.473844,7.34059599,2,44,14,207,939.7181324,1,0,1,0,1,0,1,1,0,0,0
162.471255,12.64742067,3,66,11,689,1357.062854,0,0,1,0,1,0,0,1,1,1,0
119.95684,8.850426839,1,58,15,99,1456.887443,1,0,0,1,1,1,0,0,0,1,0
207.609354,3.701557118,6,51,11,509,937.5863866,0,0,1,0,1,0,0,0,0,1,1
194.999168,2.976033785,4,34,14,933,830.1193011,0,0,0,0,1,0,1,1,1,0,1
174.975543,5.522376826,0,87,14,4991,737.8564608,1,0,1,0,1,1,1,1,0,1,0
240.114868,15.64596698,1,67,9,1579,1781.854862,1,0,1,0,1,0,0,0,0,1,1
240.114868,23.00764441,4,59,12,19669,2464.577489,0,1,1,0,1,0,0,0,0,1,1
139.983006,17.24924155,7,23,10,530,2392.203409,1,0,0,1,1,0,1,1,1,0,0
240.114868,13.01107597,0,42,12,1469,1664.19271,1,0,1,0,1,0,0,0,0,1,1
209.993134,5.104082209,1,24,11,324,1433.616898,1,0,0,1,1,1,1,1,1,0,1
147.456419,3.521499924,2,81,10,10482,823.4933243,1,1,0,1,1,0,1,0,0,0,0
107.495766,8.08137067,8,78,14,3151,1468.357421,0,0,0,1,1,1,0,1,0,0,0
152.502178,1.875430489,1,51,8,1919,590.7765801,0,1,0,0,1,1,1,1,0,0,1
79.978861,5.587484456,1,70,12,241,418.6206885,1,0,0,0,1,0,0,0,0,0,0
142.482694,7.007695148,0,87,13,673,1181.991846,1,1,0,1,1,1,0,1,0,0,1
117.439154,1.408375942,0,46,14,2649,733.4036934,0,0,0,1,1,0,0,0,0,1,0
220.132293,11.64983735,8,56,14,1655,1719.173387,1,1,1,0,1,0,0,1,0,1,1
152.455519,2.964559883,4,44,11,1598,1205.956363,0,0,0,1,1,1,1,0,0,0,1
174.961766,10.25635754,0,33,9,6658,1261.032763,0,0,1,0,1,1,1,0,1,1,0
202.443347,3.892407013,0,19,14,823,741.7766988,1,0,1,0,1,0,1,0,0,0,1
210.12704,3.226996711,1,31,12,13287,932.6084359,1,0,1,0,1,1,0,0,0,1,1
139.979239,15.87685513,1,34,9,2394,1708.614019,0,1,0,0,1,1,1,0,0,0,1
139.965008,5.874064017,4,43,11,9295,1363.58603,1,1,0,1,1,0,0,1,0,0,1
137.439154,3.756359276,1,82,5,315,472.1057019,0,1,1,0,1,0,0,0,0,1,0
102.474625,2.905283283,6,36,13,2998,558.2340556,0,0,0,0,1,0,1,0,0,0,0
252.637807,1.474810061,1,48,17,178,815.194738,1,1,1,0,1,0,0,1,0,1,1
194.999168,18.56165869,0,52,11,1423,2007.303617,1,1,0,0,1,0,1,1,1,0,1
242.610632,12.39088509,1,35,16,1935,2088.48083,1,0,0,1,1,0,1,0,0,1,1
127.458638,14.17192333,3,83,15,90517,1430.761492,1,0,0,0,1,0,1,0,0,1,0
129.976324,3.86023041,0,20,14,239,822.3008694,0,1,0,0,1,1,1,0,0,1,0
240.114868,17.72593456,0,25,13,1003,2059.200998,0,0,1,0,1,0,0,0,0,1,1
174.975543,3.043063167,0,88,18,2817,617.542543,0,0,1,0,1,1,1,1,0,1,0
169.944668,5.827112819,1,54,8,884,758.4775985,1,0,1,0,1,0,0,0,0,1,0
162.511928,4.648958177,1,46,12,11245,894.6733856,1,1,0,0,1,1,0,1,0,0,1
119.95684,11.96274778,2,75,14,19215,1639.898269,1,0,0,1,1,1,0,0,0,1,0
137.439154,4.525864256,5,66,11,2733,710.7541633,0,0,1,0,0,0,0,0,0,1,0
207.46728,8.038308899,0,51,12,1204,1092.226042,1,0,1,0,1,1,1,0,1,1,0
149.974105,1.416592892,3,81,12,62430,757.0097075,0,0,0,1,1,1,1,0,0,0,0
225.178625,19.83504645,0,75,18,1028,2301.850721,0,0,0,0,1,1,1,1,1,1,1
232.637807,15.85002222,3,54,8,28666,2401.406545,1,0,0,1,0,0,0,1,0,1,1
117.472036,15.94935291,2,73,10,44451,1535.788894,1,1,0,0,1,0,0,0,1,1,0
137.469817,11.94550648,0,53,12,266,1536.589816,1,0,0,1,1,0,0,0,1,0,0
220.132293,16.03360405,8,33,14,33649,2153.778421,1,0,1,0,1,0,0,1,0,1,1
124.960655,21.29342532,5,41,13,1994,2409.195918,1,1,0,1,1,0,0,0,0,0,0
199.990219,4.95598008,1,59,11,1869,1342.862457,1,1,0,1,1,1,1,1,1,1,0
159.947583,2.73951266,3,23,14,27590,1046.054674,0,0,0,1,1,0,0,0,0,0,1
245.145743,4.973046104,1,32,13,21792,1204.479468,0,0,1,0,0,1,1,1,0,1,1
255.155493,10.28430068,3,51,10,8770,1616.908193,1,0,1,0,1,1,0,1,0,1,1
134.950905,2.581692044,1,46,11,3378,345.0099528,1,1,1,0,1,0,1,0,0,0,0
159.947583,6.945736396,3,37,9,1748,1427.088655,1,1,0,1,1,0,0,0,0,0,1
139.987503,9.999416271,0,53,8,1598,1452.334634,0,0,0,1,1,1,0,0,1,0,0
179.947583,6.035737465,1,62,15,4335,795.4957358,0,1,1,0,1,0,0,0,0,0,1
127.473844,9.004964377,1,57,13,2299,1333.894229,0,1,0,1,0,0,1,1,0,0,0
232.637807,5.071456681,2,80,10,12275,1402.20491,1,0,0,1,1,0,0,1,0,1,1
195.006206,12.02106494,1,43,12,1065,1447.196935,1,1,1,0,1,1,1,1,1,0,0
267.642733,5.049303717,1,35,10,24438,1662.510936,1,1,0,1,1,0,1,1,1,1,1
149.959755,18.17247008,1,63,11,47974,1707.641161,0,1,1,0,1,1,0,0,0,0,1
220.114868,15.31997698,1,63,15,788,2181.752793,1,0,0,1,1,0,0,0,0,1,1
157.483594,16.0708543,1,27,11,16882,1575.683555,0,0,1,0,1,0,0,1,0,0,0
127.474951,7.873371451,4,19,14,165,1029.489242,1,0,0,0,1,0,0,0,1,0,1
139.981577,23.62866494,1,40,12,109,2370.184448,0,0,0,0,1,0,1,1,0,1,0
255.133571,25.8634566,0,42,8,11116,3309.919373,0,0,0,1,1,0,1,1,0,1,1
194.966286,9.405224809,0,40,16,1083,1623.273925,0,0,0,1,1,0,1,1,0,0,1
179.965581,12.84490034,0,72,12,15604,1146.199921,1,0,1,0,1,0,1,0,1,0,0
174.976769,16.59325254,3,61,10,37,2229.268031,1,1,0,1,0,0,0,1,1,1,0
187.609354,20.35456039,0,71,11,57344,2512.36494,0,0,0,1,1,0,0,0,0,1,1
169.937833,12.00925702,4,68,7,39035,1297.388488,0,1,1,0,1,0,1,0,0,0,1
115.002061,2.861423443,1,88,17,27698,283.39178,1,0,0,0,1,1,0,0,0,0,0
152.462354,14.20349453,1,64,11,13,1947.7853,0,1,0,1,1,1,0,0,0,1,0
207.609354,4.98152586,1,63,10,3639,849.1972541,0,0,1,0,1,0,0,0,0,1,1
147.503078,23.12150846,0,53,12,2950,2131.359827,1,0,0,0,1,0,1,1,0,0,0
200.118516,6.307178205,0,41,14,15041,1464.035068,1,0,0,1,1,0,0,0,1,1,1
137.497825,12.73622643,2,63,13,5188,1381.538548,0,0,0,0,1,1,1,0,0,0,0
134.980139,12.00466914,4,56,14,1317,1248.626874,0,0,0,0,1,0,1,0,0,0,0
147.442069,2.243757398,2,27,6,4755,558.3751762,0,1,1,0,1,0,0,0,0,0,1
197.494455,1.583394702,2,47,18,3658,676.2178659,0,0,1,0,1,1,0,1,1,1,0
162.529926,14.23487852,4,42,14,30733,1641.938696,0,0,0,0,1,1,1,1,1,0,0
210.151777,15.28108311,0,72,14,2431,1811.964373,0,0,0,0,1,0,1,1,0,1,1
159.965581,4.135827839,3,58,9,529,1066.632555,0,0,0,1,1,0,1,0,1,0,0
190.173699,9.740709475,0,33,12,346,1514.131966,0,0,0,0,0,1,0,1,0,1,1
202.649979,1.213704886,6,87,8,110,1189.549671,0,0,0,1,1,1,0,1,0,1,1
134.950905,11.86252419,0,34,11,34993,1114.020282,1,0,1,0,1,0,1,0,0,0,0
142.500692,2.416685985,7,76,11,36260,1078.291303,0,0,0,1,1,1,1,1,1,0,0
114.997564,6.73327535,3,38,21,671,854.2977548,0,1,0,0,1,0,1,1,0,0,0
232.62403,6.549035393,0,47,12,41839,1489.077486,1,1,0,1,1,0,0,0,1,1,1
242.628057,10.57197066,7,84,8,16546,1649.312808,1,0,1,0,1,0,1,1,0,1,1
202.443347,3.379756569,4,19,20,4,905.1959227,1,1,1,0,0,0,1,0,0,0,1
124.993537,8.959047529,0,87,16,32603,684.6318529,0,0,0,0,1,0,0,0,1,0,0
174.976769,10.23679934,3,75,5,607,1662.533055,0,0,0,1,1,0,0,1,1,1,0
225.145743,14.96503088,0,37,14,1067,2436.57146,1,0,0,1,0,1,1,1,0,1,1
275.133571,23.79323993,1,52,12,7655,2677.74041,0,0,1,0,1,0,1,1,0,1,1
287.642733,11.45675389,0,24,14,5981,1779.309609,1,1,1,0,1,0,1,1,1,1,1
177.65076,11.04076215,4,83,19,655,1494.716409,1,0,0,0,1,1,0,0,0,1,1
220.114868,7.425503428,3,19,19,16395,1740.72604,0,0,0,1,0,0,0,0,0,1,1
197.516854,2.411712843,1,78,13,198,704.7552669,1,0,0,0,1,1,1,1,1,0,1
194.974431,2.009542213,4,61,15,3473,558.4710883,1,0,1,0,1,1,0,0,1,0,1
175.133074,9.068119482,0,38,15,2992,1282.279049,0,0,0,0,1,0,0,0,0,1,1
147.478341,1.926789854,0,79,11,2914,287.8189836,1,0,1,0,1,1,0,0,0,0,0
134.980139,11.77389421,0,49,8,617,1129.529441,0,1,0,0,1,0,1,0,0,0,0
157.483594,2.585228303,0,41,10,444,394.0148722,1,0,1,0,1,0,0,1,0,0,0
255.141716,9.517703088,0,75,9,48969,1302.230824,1,0,1,0,1,1,0,0,1,1,1
137.439154,9.532523799,1,60,13,17307,970.4682919,1,1,1,0,1,0,0,0,0,1,0
235.159141,23.103996,1,70,13,25764,2522.88913,1,0,1,0,1,1,0,1,1,1,1
147.460067,5.104873611,0,23,9,671,682.9871863,1,0,1,0,1,0,1,0,1,0,0
232.637807,6.877942744,2,84,8,3064,1537.109931,0,0,0,1,1,0,0,1,0,1,1
137.439154,21.17839683,1,63,13,25619,1961.923965,1,0,1,0,1,0,0,0,0,1,0
129.948316,1.586331702,2,88,16,22547,676.1747964,0,1,0,1,1,0,0,0,1,1,0
242.632554,3.778174405,0,44,18,545,929.2607767,0,0,1,0,1,1,0,0,0,1,1
187.609354,11.58276897,1,49,17,398,1849.484087,0,0,0,1,1,0,0,0,0,1,1
232.652038,11.62258922,8,32,14,217,1998.680227,0,0,0,0,1,1,1,0,0,1,1
159.980465,20.78013031,1,69,8,32084,1898.877878,0,0,0,0,1,0,0,0,1,0,1
159.947583,3.940297464,2,60,16,5148,992.3501481,0,0,0,1,1,0,0,0,0,0,1
137.487242,11.38099891,0,57,11,2526,994.6354785,0,0,1,0,1,0,0,1,1,0,0
245.131966,1.473304337,8,62,14,30097,954.0290712,0,0,1,0,1,1,1,0,1,1,1
